Regularisierer	Zielgroesse	Top1	Trainingszeit	
3.969808	68862592.000000	10.000000	23.013099	
0.686077	68862592.000000	10.380000	23.650998	
0.518086	68862592.000000	17.650000	22.751283	
2.065421	68862592.000000	17.720000	23.067821	
0.381399	68862592.000000	12.700000	23.782559	
0.199624	68862592.000000	9.870000	23.024011	
0.206948	68862592.000000	13.970000	23.098531	
0.346730	68862592.000000	20.770000	23.066094	
0.952852	68862592.000000	10.000000	23.486092	
0.225765	68862592.000000	17.220000	23.260809	
0.166346	68862592.000000	10.780000	23.139415	
0.277858	68862592.000000	24.930000	23.201415	
0.183538	68862592.000000	13.370000	24.426061	
0.190189	68862592.000000	14.670000	26.252181	
0.177611	68862592.000000	10.280000	26.136936	
0.253691	68862592.000000	19.740000	25.843445	
0.174112	68862592.000000	14.610000	25.569678	
0.189586	68862592.000000	22.060000	25.274278	
0.180664	68862592.000000	11.960000	26.021905	
0.245259	68862592.000000	19.180000	25.148436	
0.201009	68862592.000000	28.890000	26.347726	
0.184236	68862592.000000	17.650000	25.524635	
0.197499	68862592.000000	22.550000	25.862113	
0.196818	68862592.000000	18.860000	25.693636	
0.189205	68862592.000000	23.950000	25.713839	
0.197540	68862592.000000	15.580000	25.725262	
0.193766	68862592.000000	17.730000	25.474646	
0.204983	68862592.000000	19.560000	25.741489	
0.204262	68862592.000000	17.170000	25.496254	
0.230320	68862592.000000	23.130000	25.412222	
3.417572	68067642.000000	13.510000	33.411155	
0.280696	68067642.000000	18.730000	33.828233	
0.259402	68067642.000000	19.080000	33.318323	
0.249867	68067642.000000	22.950000	33.373703	
0.253015	68067642.000000	29.350000	34.016787	
0.252681	68067642.000000	22.510000	33.416685	
0.261385	68067642.000000	22.110000	33.430229	
0.252420	68067642.000000	35.700000	33.847130	
0.254071	68067642.000000	18.310000	34.255248	
0.261071	68067642.000000	30.800000	33.740110	
0.254398	68067642.000000	32.370000	33.894386	
0.264357	68067642.000000	23.220000	33.498408	
0.269465	68067642.000000	31.920000	33.382881	
0.266549	68067642.000000	15.400000	32.868969	
0.265075	68067642.000000	26.420000	33.814245	
0.266743	68067642.000000	19.660000	33.319440	
0.266659	68067642.000000	24.240000	33.792792	
0.267575	68067642.000000	26.380000	33.529027	
0.265135	68067642.000000	34.340000	33.751436	
0.266002	68067642.000000	22.160000	37.253598	
0.269393	68067642.000000	23.090000	33.558279	
0.268676	68067642.000000	15.490000	32.912685	
0.274080	68067642.000000	24.860000	33.979936	
0.268439	68067642.000000	19.160000	33.586379	
0.268532	68067642.000000	24.960000	32.980026	
0.274871	68067642.000000	29.760000	33.473044	
0.272741	68067642.000000	20.800000	33.613811	
0.270403	68067642.000000	24.560000	33.566814	
0.279721	68067642.000000	32.120000	33.350573	
0.271473	68067642.000000	16.470000	33.870832	
1.878703	69790694.000000	16.410000	29.073109	
0.393022	69790694.000000	28.540000	29.129440	
0.342550	69790694.000000	34.290000	28.895548	
0.327844	69790694.000000	15.340000	28.782606	
0.324929	69790694.000000	18.510000	28.751739	
0.329277	69790694.000000	27.470000	28.943653	
0.331513	69790694.000000	23.140000	26.929181	
0.313813	69790694.000000	36.980000	27.124863	
0.307038	69790694.000000	20.070000	26.723826	
0.312722	69790694.000000	11.910000	26.343231	
0.305911	69790694.000000	10.540000	26.820560	
0.314855	69790694.000000	13.580000	26.957247	
0.303719	69790694.000000	34.450000	26.607946	
0.332369	69790694.000000	16.320000	27.741929	
0.311292	69790694.000000	15.460000	26.659857	
0.301278	69790694.000000	15.910000	26.004114	
0.324404	69790694.000000	24.640000	26.232769	
0.312319	69790694.000000	23.160000	26.564515	
0.311659	69790694.000000	26.210000	26.170544	
0.307758	69790694.000000	29.440000	26.732940	
0.309781	69790694.000000	36.020000	26.745440	
0.323864	69790694.000000	21.200000	27.087713	
0.323837	69790694.000000	27.840000	27.082290	
0.325201	69790694.000000	27.660000	26.804028	
0.329915	69790694.000000	18.090000	27.124416	
0.331192	69790694.000000	19.990000	27.077226	
0.326505	69790694.000000	15.080000	26.333211	
0.325473	69790694.000000	22.890000	26.610231	
0.333178	69790694.000000	13.610000	27.094165	
0.436807	69790694.000000	24.590000	26.444065	
3.190782	67565300.000000	15.040000	30.963351	
0.324376	67565300.000000	32.900000	31.525184	
0.265587	67565300.000000	25.960000	31.432776	
0.256300	67565300.000000	40.000000	31.148156	
0.257433	67565300.000000	26.130000	30.943223	
0.255949	67565300.000000	22.310000	31.262217	
0.255189	67565300.000000	31.400000	31.076010	
0.256757	67565300.000000	32.480000	31.020581	
0.256357	67565300.000000	32.690000	31.627019	
0.256664	67565300.000000	23.070000	31.101404	
0.256106	67565300.000000	10.910000	31.236358	
0.254886	67565300.000000	41.020000	31.568465	
0.256724	67565300.000000	21.200000	30.576697	
0.255633	67565300.000000	19.520000	31.411479	
0.254545	67565300.000000	26.040000	30.835156	
0.254246	67565300.000000	36.410000	31.488689	
0.253107	67565300.000000	30.540000	31.587169	
0.254496	67565300.000000	18.570000	31.714962	
0.254002	67565300.000000	29.130000	31.129139	
0.252840	67565300.000000	33.770000	31.703385	
0.255666	67565300.000000	32.030000	31.430130	
0.253111	67565300.000000	23.330000	31.449782	
0.255791	67565300.000000	30.070000	31.159674	
0.254652	67565300.000000	38.680000	31.466281	
0.253703	67565300.000000	33.950000	31.235878	
0.255820	67565300.000000	30.350000	31.191056	
0.257787	67565300.000000	23.160000	31.506897	
0.255459	67565300.000000	22.140000	31.105454	
0.254360	67565300.000000	29.520000	30.839729	
0.256135	67565300.000000	40.890000	30.859310	
1.882196	68942822.000000	13.430000	26.320417	
0.340540	68942822.000000	24.890000	26.240476	
0.313111	68942822.000000	29.400000	26.000969	
0.293756	68942822.000000	20.750000	26.773314	
0.291443	68942822.000000	23.950000	26.198535	
0.299132	68942822.000000	40.640000	26.368823	
0.319782	68942822.000000	12.780000	26.197839	
0.304930	68942822.000000	32.400000	26.479404	
0.296470	68942822.000000	33.390000	25.851597	
0.302168	68942822.000000	36.700000	26.070678	
0.287672	68942822.000000	26.160000	26.212655	
0.289781	68942822.000000	16.330000	26.333425	
0.290017	68942822.000000	24.450000	26.296836	
0.286818	68942822.000000	20.770000	26.123851	
0.289176	68942822.000000	38.330000	25.704618	
0.297545	68942822.000000	32.030000	26.471663	
0.294887	68942822.000000	25.030000	26.335815	
0.298731	68942822.000000	25.250000	25.836958	
0.294625	68942822.000000	22.380000	26.490695	
0.294949	68942822.000000	19.430000	25.904192	
0.302362	68942822.000000	13.750000	26.832144	
0.287198	68942822.000000	21.760000	26.648729	
0.287330	68942822.000000	26.690000	26.460960	
0.295486	68942822.000000	36.930000	26.276013	
